word,entry_type_code,region_code,source_code,note
blitt,root,uk,oald_8,
bloater,root,uk,oald_8,
bloke,root,uk,oald_8,
blokeish,root,uk,oald_8,
blood sausage,phrase,name,oald_8,
blood sausages,phrase,name,oald_8,
blood type,phrase,name,oald_8,
blood types,phrase,name,oald_8,
bloody-minded,root,uk,oald_8,
bloomer,root,uk,oald_8,
blooming,root,uk,oald_8,
bloop,root,name,oald_8,
blooper,root,name,oald_8,
blotched,root,uk,oald_8,
bloviate,root,name,oald_8,
blow off,phrase,uk,opvd_2,
blow off,phrase,us,opvd_2,
blow out,phrase,us,opvd_2,
blow out for,phrase,uk,opvd_2,
blow-in,root,austral,oald_8,
blow-up,root,austral,opvd_2,
blowie,root,austral,oald_8,
blowie,root,nz,oald_8,
blowlamp,root,uk,oald_8,
blown off,phrase,uk,opvd_2,
blown off,phrase,uk,opvd_2,
blown out,phrase,uk,opvd_2,
blown out for,phrase,uk,opvd_2,
blowout,root,uk,opvd_2,
blows off,phrase,uk,opvd_2,
blows off,phrase,uk,opvd_2,
blows out,phrase,uk,opvd_2,
blows out for,phrase,uk,opvd_2,
blowsy,root,uk,oald_8,
blowtorch,root,name,oald_8,
blowzy,root,uk,oald_8,
blub,root,uk,oald_8,
bludge,root,austral,oald_8,
bludge,root,nz,oald_8,
bludger,root,austral,oald_8,
bludger,root,nz,oald_8,
blue pages,phrase,us,oald_8,
blue riband,phrase,uk,oald_8,
blue-on-blue,root,uk,oald_8,
bluff it out,phrase,uk,opvd_2,
bluff out,phrase,uk,opvd_2,
bluff out of,phrase,us,opvd_2,
bluffed it out,phrase,us,opvd_2,
bluffed out,phrase,us,opvd_2,
bluffed out of,phrase,us,opvd_2,
bluffing it out,phrase,us,opvd_2,
bluffing out,phrase,us,opvd_2,
bluffing out of,phrase,us,opvd_2,
bluffs it out,phrase,us,opvd_2,
bluffs out,phrase,us,opvd_2,
bluffs out of,phrase,us,opvd_2,
blunder about,phrase,uk,opvd_2,
blunder round,phrase,uk,opvd_2,
blundered about,phrase,uk,opvd_2,
blundered round,phrase,uk,opvd_2,
blundering about,phrase,uk,opvd_2,
blundering round,phrase,uk,opvd_2,
blunders about,phrase,uk,opvd_2,
blunders round,phrase,uk,opvd_2,
bmoc,root,us,oald_8,
bmus,root,uk,oald_8,
bn,root,uk,oald_8,
boarding card,phrase,uk,oald_8,
boarding cards,phrase,uk,oald_8,
bobby pin,phrase,name,oald_8,
bobsled,root,name,oald_8,
bobsleigh,root,uk,oald_8,
bodacious,root,name,oald_8,
boddy pins,phrase,name,oald_8,
bodhrán,root,irish,oald_8,
body warmer,phrase,uk,oald_8,
body warmers,phrase,uk,oald_8,
boerewors,root,safr,oald_8,
boffin,root,uk,oald_8,
bog-standard,root,uk,oald_8,
bogan,root,austral,oald_8,
bogan,root,nz,oald_8,
bogey,root,uk,oald_8,
bogie,root,ind,oald_8,
bogie,root,uk,oald_8,
bogof,root,uk,oald_8,
bogy,root,uk,oald_8,
boil up,phrase,uk,opvd_2,
boiled sweet,phrase,uk,oald_8,
boiled sweets,phrase,uk,oald_8,
boiled up,phrase,uk,opvd_2,
boiler suit,phrase,uk,oald_8,
boiler suits,phrase,uk,oald_8,
boiling up,phrase,uk,opvd_2,
boils up,phrase,uk,opvd_2,
bollix up,phrase,us,opvd_2,
bollixed up,phrase,us,opvd_2,
bollixes up,phrase,us,opvd_2,
bollixing up,phrase,us,opvd_2,
bollocking,root,uk,oald_8,
bollocs,root,uk,oald_8,
bolotie,root,name,oald_8,
bolshie,root,uk,oald_8,
bolshy,root,uk,oald_8,
bolt-hole,root,uk,oald_8,
boma,root,eafr,oald_8,
boma,root,safr,oald_8,
bomb alert,phrase,uk,oald_8,
bomb alerts,phrase,uk,oald_8,
bomb out,phrase,us,opvd_2,
bomb threat,phrase,name,oald_8,
bomb threats,phrase,name,oald_8,
bombed out,phrase,name,opvd_2,
bombing out,phrase,name,opvd_2,
bombora,root,austral,oald_8,
bombs out,phrase,austral,opvd_2,
bonce,root,uk,oald_8,
bond council,phrase,can,oald_8,
bonded warehouse,phrase,uk,oald_8,
bonded warehouses,phrase,uk,oald_8,
bone idle,phrase,uk,oald_8,
bone shaker,phrase,uk,oald_8,
bone shakers,phrase,uk,oald_8,
bonkbuster,root,uk,oald_8,
bonnie,root,scot,oald_8,
bonny,root,scot,oald_8,
bonsella,root,safr,oald_8,
booger,root,name,oald_8,
boogeyman,root,name,oald_8,
book in,phrase,uk,opvd_2,
book into,phrase,uk,opvd_2,
book token,phrase,uk,oald_8,
book tokens,phrase,uk,oald_8,
book up,phrase,uk,opvd_2,
booked in,phrase,uk,opvd_2,
booked into,phrase,uk,opvd_2,
booked up,phrase,uk,opvd_2,
booking in,phrase,uk,opvd_2,
booking into,phrase,uk,opvd_2,
booking office,phrase,uk,oald_8,
booking offices,phrase,uk,oald_8,
booking up,phrase,uk,opvd_2,
bookmobile,root,name,oald_8,
books in,phrase,name,opvd_2,
books into,phrase,name,opvd_2,
books up,phrase,name,opvd_2,
bookshop,root,uk,oald_8,
bookstall,root,uk,oald_8,
bookstore,root,name,oald_8,
boom box,phrase,name,oald_8,
boom boxes,phrase,name,oald_8,
boondoggle,root,name,oald_8,
boot hill,phrase,us,oald_8,
boot hills,phrase,us,oald_8,
bootboy,root,uk,oald_8,
booze-up,root,uk,oald_8,
bore out,phrase,uk,opvd_2,
borewell,root,ind,oald_8,
born out,phrase,uk,opvd_2,
borne out,phrase,uk,opvd_2,
bosberaad,root,safr,oald_8,
boss about,phrase,uk,opvd_2,
bossed about,phrase,uk,opvd_2,
bosses about,phrase,uk,opvd_2,
bossing about,phrase,uk,opvd_2,
botanise,root,uk,mwcd_11,
botch,root,uk,opvd_2,
botch-up,root,uk,opvd_2,
bottle bank,phrase,uk,oald_8,
bottle banks,phrase,uk,oald_8,
bottle out,phrase,uk,opvd_2,
bottle parties,phrase,uk,oald_8,
bottle party,phrase,uk,oald_8,
bottle shop,phrase,austral,oald_8,
bottle shop,phrase,nz,oald_8,
bottle shop,phrase,safr,oald_8,
bottle shops,phrase,austral,oald_8,
bottle shops,phrase,nz,oald_8,
bottle shops,phrase,safr,oald_8,
bottle store,phrase,austral,oald_8,
bottle store,phrase,nz,oald_8,
bottle store,phrase,safr,oald_8,
bottle stores,phrase,austral,oald_8,
bottle stores,phrase,nz,oald_8,
bottle stores,phrase,safr,oald_8,
bottle-green,root,uk,oald_8,
bottled out,phrase,uk,opvd_2,
bottles out,phrase,uk,opvd_2,
bottling out,phrase,uk,opvd_2,
bottom drawer,phrase,uk,oald_8,
bottom drawers,phrase,uk,oald_8,
bounce around,phrase,us,opvd_2,
bounce into,phrase,uk,opvd_2,
bouncebackability,root,uk,oald_8,
bounced around,phrase,uk,opvd_2,
bounced into,phrase,uk,opvd_2,
bounces around,phrase,uk,opvd_2,
bounces into,phrase,uk,opvd_2,
bouncing around,phrase,uk,opvd_2,
bouncing into,phrase,uk,opvd_2,
bouncy castle,phrase,uk,oald_8,
bouncy castles,phrase,uk,oald_8,
bounder,root,uk,oald_8,
bowdlerise,root,uk,mwcd_11,
bowser,root,uk,oald_8,
box junction,phrase,uk,oald_8,
box junctions,phrase,uk,oald_8,
box lunch,phrase,name,oald_8,
box lunches,phrase,name,oald_8,
box out,phrase,us,opvd_2,
box room,phrase,uk,oald_8,
box rooms,phrase,uk,oald_8,
boxed out,phrase,uk,opvd_2,
boxercise,root,uk,oald_8,
boxes out,phrase,uk,opvd_2,
boxing day,phrase,uk,oald_8,
boxing days,phrase,uk,oald_8,
boxing out,phrase,uk,opvd_2,
boxout,root,uk,opvd_2,
boy racer,phrase,uk,oald_8,
boy racers,phrase,uk,oald_8,
boy scout,phrase,name,oald_8,
boy scouts,phrase,name,oald_8,
boyf,root,uk,oald_8,
bozo,root,name,oald_8,
bphil,root,uk,oald_8,
braai,root,safr,oald_8,
braaivleis,root,safr,oald_8,
brae,root,scot,oald_8,
brahmin,root,name,oald_8,
brainbox,root,uk,oald_8,
brainiac,root,name,oald_8,
bramble,root,uk,oald_8,
bran tub,phrase,uk,oald_8,
bran tubs,phrase,uk,oald_8,
brandy snap,phrase,uk,oald_8,
brandy snaps,phrase,uk,oald_8,
brass knuckles,phrase,name,oald_8,
brassed off,phrase,uk,oald_8,
braw,root,scot,oald_8,
bread bin,phrase,uk,oald_8,
bread bins,phrase,uk,oald_8,
breadbasket,root,name,oald_8,
break time,phrase,uk,oald_8,
breakdown lane,phrase,us,oald_8,
breakdown lanes,phrase,us,oald_8,
breakdown truck,phrase,uk,oald_8,
breakdown trucks,phrase,uk,oald_8,
breathalyse,root,uk,oald_8,
breathalyser,root,uk,oald_8,
breathalyze,root,name,oald_8,
breathalyzer,root,name,oald_8,
breeze block,phrase,uk,oald_8,
breeze blocks,phrase,uk,oald_8,
breezeway,root,name,oald_8,
brent,root,uk,mwcd_11,
brew up,phrase,uk,opvd_2,
brew-up,root,uk,mwcd_11,
brewed up,phrase,uk,opvd_2,
brewing up,phrase,uk,opvd_2,
brews up,phrase,uk,opvd_2,
bridge loan,phrase,name,oald_8,
bridge loans,phrase,name,oald_8,
bridging loan,phrase,uk,oald_8,
bridging loans,phrase,uk,oald_8,
bridie,root,scot,oald_8,
bridle path,phrase,uk,oald_8,
bridle paths,phrase,uk,oald_8,
bridleway,root,uk,mwcd_11,
brill,root,uk,mwcd_11,
bring along,phrase,us,opvd_2,
bring around,phrase,us,opvd_2,
bring on,phrase,uk,opvd_2,
bring round,phrase,uk,opvd_2,
bring through,phrase,us,opvd_2,
bring-and-buy sale,phrase,uk,mwcd_11,
bring-and-buy sales,phrase,uk,mwcd_11,
bringing along,phrase,uk,opvd_2,
bringing around,phrase,uk,opvd_2,
bringing on,phrase,uk,opvd_2,
bringing round,phrase,uk,opvd_2,
bringing through,phrase,uk,opvd_2,
brings along,phrase,uk,opvd_2,
brings around,phrase,uk,opvd_2,
brings on,phrase,uk,opvd_2,
brings round,phrase,uk,opvd_2,
brings through,phrase,uk,opvd_2,
brinksmanship,root,name,oald_8,
bristols,root,uk,mwcd_11,
broad bean,phrase,uk,oald_8,
broad beans,phrase,uk,oald_8,
broaden out,phrase,uk,opvd_2,
broadened out,phrase,uk,opvd_2,
broadening out,phrase,uk,opvd_2,
broadens out,phrase,uk,opvd_2,
broer,root,safr,oald_8,
brolly,root,uk,mwcd_11,
brooch,root,uk,mwcd_11,
broom cupboard,phrase,uk,mwcd_11,
broom cupboards,phrase,uk,mwcd_11,
bros.,root,name,oald_8,
brothel creepers,phrase,uk,mwcd_11,
brought along,phrase,uk,opvd_2,
brought around,phrase,uk,opvd_2,
brought on,phrase,uk,opvd_2,
brought round,phrase,uk,opvd_2,
brought through,phrase,uk,opvd_2,
brown ale,phrase,uk,mwcd_11,
brown out,phrase,us,opvd_2,
brown-bag,root,name,oald_8,
brown-out,root,name,oald_8,
browned out,phrase,name,opvd_2,
brownfield,root,uk,oald_8,
browning out,phrase,uk,opvd_2,
browns out,phrase,uk,opvd_2,
brownstone,root,name,oald_8,
brummie,root,uk,oald_8,
brush down,phrase,uk,opvd_2,
brushed down,phrase,uk,opvd_2,
brushes down,phrase,uk,opvd_2,
brushing down,phrase,uk,opvd_2,
brutalise,root,uk,mwcd_11,
bsc,root,uk,oald_8,
buck for,phrase,us,opvd_2,
buck house,phrase,uk,oald_8,
buck naked,phrase,name,oald_8,
buck up,phrase,uk,opvd_2,
buck's fizz,phrase,uk,oald_8,
bucked for,phrase,uk,opvd_2,
bucked up,phrase,uk,opvd_2,
bucket down,phrase,uk,opvd_2,
bucket shop,phrase,uk,oald_8,
bucket shops,phrase,uk,oald_8,
bucketed down,phrase,uk,opvd_2,
bucketing down,phrase,uk,opvd_2,
buckets down,phrase,uk,opvd_2,
bucking for,phrase,uk,opvd_2,
bucking up,phrase,uk,opvd_2,
buckle up,phrase,us,opvd_2,
buckled up,phrase,us,opvd_2,
buckles up,phrase,us,opvd_2,
buckling up,phrase,us,opvd_2,
bucks for,phrase,us,opvd_2,
bucks up,phrase,us,opvd_2,
budge up,phrase,uk,opvd_2,
budged up,phrase,uk,opvd_2,
budgerigar,root,uk,oald_8,
budges up,phrase,uk,opvd_2,
budget account,phrase,uk,oald_8,
budget accounts,phrase,uk,oald_8,
budgie,root,uk,oald_8,
budging up,phrase,uk,opvd_2,
bug off,phrase,us,opvd_2,
bug out,phrase,us,opvd_2,
bugaboo,root,name,oald_8,
bugged off,phrase,us,opvd_2,
bugged out,phrase,us,opvd_2,
bugger,root,uk,oald_8,
bugger about,phrase,uk,opvd_2,
bugger all,phrase,uk,mwcd_11,
bugger around,phrase,uk,opvd_2,
bugger off,phrase,uk,mwcd_11,
bugger up,phrase,uk,opvd_2,
buggered about,phrase,uk,opvd_2,
buggered around,phrase,uk,opvd_2,
buggered off,phrase,uk,mwcd_11,
buggered up,phrase,uk,opvd_2,
buggering about,phrase,uk,opvd_2,
buggering around,phrase,uk,opvd_2,
buggering off,phrase,uk,mwcd_11,
buggering up,phrase,uk,opvd_2,
buggers about,phrase,uk,opvd_2,
buggers around,phrase,uk,opvd_2,
buggers off,phrase,uk,mwcd_11,
buggers up,phrase,uk,opvd_2,
buggery,root,uk,oald_8,
bugging off,phrase,us,opvd_2,
bugging out,phrase,us,opvd_2,
buggins' turn,phrase,uk,oald_8,
buggy,root,uk,oald_8,
bugs off,phrase,us,opvd_2,
bugs out,phrase,us,opvd_2,
buibui,root,ind,oald_8,
build out,phrase,us,opvd_2,
build round,phrase,uk,opvd_2,
building out,phrase,us,opvd_2,
building round,phrase,uk,opvd_2,
building site,phrase,uk,oald_8,
building sites,phrase,uk,oald_8,
building societies,phrase,uk,oald_8,
building society,phrase,uk,oald_8,
buildout,root,us,opvd_2,
builds out,phrase,us,opvd_2,
builds round,phrase,uk,opvd_2,
built out,phrase,us,opvd_2,
built round,phrase,uk,opvd_2,
built-up,root,uk,oald_8,
bulk out,phrase,us,opvd_2,
bulk up,phrase,us,opvd_2,
bulked out,phrase,us,opvd_2,
bulked up,phrase,us,opvd_2,
bulking out,phrase,us,opvd_2,
bulking up,phrase,us,opvd_2,
bulks out,phrase,us,opvd_2,
bulks up,phrase,us,opvd_2,
bull bars,phrase,uk,oald_8,
bull session,phrase,name,oald_8,
bull sessions,phrase,name,oald_8,
bulldog clip,phrase,uk,oald_8,
bulldog clips,phrase,uk,oald_8,
bullheaded,root,name,oald_8,
bullhorn,root,name,oald_8,
bullpen,root,name,oald_8,
bully boy,phrase,uk,oald_8,
bully boys,phrase,uk,oald_8,
bully pulpit,phrase,name,oald_8,
bully pulpits,phrase,name,oald_8,
bum round,phrase,us,opvd_2,
bumbag,root,uk,oald_8,
bumble about,phrase,uk,opvd_2,
bumbled about,phrase,uk,opvd_2,
bumbles about,phrase,uk,opvd_2,
bumbling about,phrase,uk,opvd_2,
bummed round,phrase,us,opvd_2,
bumming round,phrase,us,opvd_2,
bumper car,phrase,name,oald_8,
bumper cars,phrase,name,oald_8,
bums round,phrase,us,opvd_2,
bunfight,root,uk,oald_8,
bung up,phrase,uk,opvd_2,
bungalow,root,uk,oald_8,
bunged,inflection,uk,oald_8,
bunged up,phrase,uk,opvd_2,
bunging,inflection,uk,oald_8,
bunging up,phrase,uk,opvd_2,
bungs up,phrase,uk,opvd_2,
bunk down,phrase,us,opvd_2,
bunk off,phrase,uk,opvd_2,
bunk up,phrase,uk,opvd_2,
bunk-up,root,uk,opvd_2,
bunked down,phrase,us,opvd_2,
bunked off,phrase,uk,opvd_2,
bunked up,phrase,uk,opvd_2,
bunking down,phrase,us,opvd_2,
bunking off,phrase,uk,opvd_2,
bunking up,phrase,uk,opvd_2,
bunks down,phrase,us,opvd_2,
bunks off,phrase,uk,opvd_2,
bunks up,phrase,uk,opvd_2,
bunny slope,phrase,name,oald_8,
bunny slopes,phrase,name,oald_8,
bunyip,root,austral,oald_8,
bupie,root,safr,oald_8,
buppy,root,safr,oald_8,
bureau dresser,phrase,name,oald_8,
bureau dressers,phrase,name,oald_8,
bureaucratise,root,uk,mwcd_11,
burgh,root,scot,oald_8,
burglarize,root,name,oald_8,
burgle,root,uk,oald_8,
burgoo,root,name,oald_8,
burn up,phrase,us,opvd_2,
burned up,phrase,us,opvd_2,
burned-out,root,name,oald_8,
burning up,phrase,us,opvd_2,
burnoose,root,name,oald_8,
burns up,phrase,us,opvd_2,
burnt,inflection,uk,ode_2,
burnt-out,root,uk,opvd_2,
burro,root,name,oald_8,
bursar,root,uk,oald_8,
bursary,root,uk,oald_8,
busboy,root,name,oald_8,
buses,inflection,us,oald_8,
bush-league,root,name,oald_8,
bushfowl,root,wafr,oald_8,
bushranger,root,austral,oald_8,
bushranger,root,nz,oald_8,
busload,root,name,oald_8,
bust-up,root,uk,opvd_2,
busted,root,name,oald_8,
bustle about,phrase,uk,opvd_2,
bustle around,phrase,uk,opvd_2,
bustled about,phrase,uk,opvd_2,
bustled around,phrase,uk,opvd_2,
bustles about,phrase,uk,opvd_2,
bustles around,phrase,uk,opvd_2,
bustling about,phrase,uk,opvd_2,
bustling around,phrase,uk,opvd_2,
busywork,root,name,oald_8,
butcher block,phrase,name,oald_8,
butcher blocks,phrase,name,oald_8,
butt out,phrase,us,opvd_2,
butte,root,name,oald_8,
butted out,phrase,us,opvd_2,
butting out,phrase,us,opvd_2,
button lift,phrase,uk,oald_8,
button lifts,phrase,uk,oald_8,
button up,phrase,us,opvd_2,
buttoned up,phrase,us,opvd_2,
buttoned-up,root,uk,oald_8,
buttoning up,phrase,us,opvd_2,
buttons up,phrase,us,opvd_2,
butts out,phrase,us,opvd_2,
buyer's remorse,phrase,name,oald_8,
buzz round,phrase,uk,opvd_2,
buzz saw,phrase,name,oald_8,
buzz saws,phrase,name,oald_8,
buzzed round,phrase,uk,opvd_2,
buzzes round,phrase,uk,opvd_2,
buzzing round,phrase,uk,opvd_2,
by-election,root,uk,oald_8,
c-section,root,name,oald_8,
c.e.,root,us,oald_8,
caboose,root,name,oald_8,
cack,root,uk,oald_8,
cack-handed,root,uk,oald_8,
cadge,root,uk,oald_8,
caecum,root,uk,oald_8,
caesarean,root,uk,oald_8,
caesium,root,uk,oald_8,
cafetière,root,uk,oald_8,
caff,root,uk,oald_8,
cagoule,root,uk,oald_8,
calculate on,phrase,us,opvd_2,
calculated on,phrase,us,opvd_2,
calculates on,phrase,us,opvd_2,
calculating on,phrase,us,opvd_2,
caldron,root,us,oald_8,
caliber,root,us,oald_8,
caliper,root,name,oald_8,
calisthenics,root,name,oald_8,
call around,phrase,us,opvd_2,
call at,phrase,uk,oald_8,
call back,phrase,uk,opvd_2,
call box,phrase,name,oald_8,
call boxes,phrase,name,oald_8,
call by,phrase,uk,opvd_2,
call for,phrase,uk,opvd_2,
call in,phrase,uk,opvd_2,
call letters,phrase,name,oald_8,
call on,phrase,uk,opvd_2,
call on,phrase,us,opvd_2,
call out,phrase,us,opvd_2,
call out for,phrase,us,opvd_2,
call round,phrase,uk,opvd_2,
call time,phrase,uk,oald_8,
call up,phrase,us,opvd_2,
call-in,root,name,oald_8,
call-out,root,uk,opvd_2,
call-up,root,uk,oald_8,
called around,phrase,us,opvd_2,
called at,phrase,uk,oald_8,
called back,phrase,uk,opvd_2,
called by,phrase,uk,opvd_2,
called for,phrase,uk,opvd_2,
called in,phrase,uk,opvd_2,
called on,phrase,uk,opvd_2,
called on,phrase,us,opvd_2,
called out,phrase,us,opvd_2,
called out for,phrase,us,opvd_2,
called round,phrase,uk,opvd_2,
called time,phrase,uk,oald_8,
called up,phrase,us,opvd_2,
calling around,phrase,us,opvd_2,
calling at,phrase,uk,oald_8,
calling back,phrase,uk,opvd_2,
calling by,phrase,uk,opvd_2,
calling card,phrase,name,oald_8,
calling cards,phrase,name,oald_8,
calling for,phrase,uk,opvd_2,
calling in,phrase,uk,opvd_2,
calling on,phrase,uk,opvd_2,
calling on,phrase,us,opvd_2,
calling out,phrase,us,opvd_2,
calling out for,phrase,us,opvd_2,
calling round,phrase,uk,opvd_2,
calling time,phrase,uk,oald_8,
calling up,phrase,us,opvd_2,
calliper,root,uk,oald_8,
callisthenics,root,uk,oald_8,
calls around,phrase,us,opvd_2,
calls at,phrase,uk,oald_8,
calls back,phrase,uk,opvd_2,
calls by,phrase,uk,opvd_2,
calls for,phrase,uk,opvd_2,
calls in,phrase,uk,opvd_2,
calls on,phrase,uk,opvd_2,
calls on,phrase,us,opvd_2,
calls out,phrase,us,opvd_2,
calls out for,phrase,us,opvd_2,
calls round,phrase,uk,opvd_2,
calls time,phrase,uk,oald_8,
calls up,phrase,us,opvd_2,
calor gas,phrase,uk,oald_8,
caluldron,root,uk,oald_8,
camomile,root,uk,oald_8,
camp bed,phrase,uk,oald_8,
camp beds,phrase,uk,oald_8,
camp it up,phrase,uk,opvd_2,
camped it up,phrase,uk,opvd_2,
campground,root,name,oald_8,
camping it up,phrase,uk,opvd_2,
camping site,phrase,uk,oald_8,
camping sites,phrase,uk,oald_8,
campout,root,us,opvd_2,
camps it up,phrase,uk,opvd_2,
campsite,root,uk,oald_8,
can opener,phrase,name,oald_8,"Acceptable in both British and North American English, but its meaning is different"
can opener,phrase,uk,oald_8,"Acceptable in both British and North American English, but its meaning is different"
can openers,phrase,name,oald_8,"Acceptable in both British and North American English, but its meaning is different"
can openers,phrase,uk,oald_8,"Acceptable in both British and North American English, but its meaning is different"
canalisation,root,uk,oald_8,
canalise,root,uk,oald_8,
cancelation,root,us,oald_8,
canceled,inflection,us,oald_8,
canceling,inflection,us,oald_8,
candelabrums,inflection,name,oald_8,
candidature,root,uk,oald_8,
candor,root,us,oald_8,
candy,root,name,oald_8,
candy apple,phrase,name,oald_8,
candy apples,phrase,name,oald_8,
candyfloss,root,uk,oald_8,
candyman,root,name,oald_8,
canker sore,phrase,uk,oald_8,
canker sores,phrase,uk,oald_8,
cannibalise,root,uk,oald_8,
canonise,root,uk,oald_8,
canteen culture,phrase,uk,oald_8,
canteen of cutleries,phrase,uk,oald_8,
canteen of cutlery,phrase,uk,oald_8,
canuck,root,name,oald_8,
capitalise,root,uk,mwcd_11,
car boot sale,phrase,uk,oald_8,
car boot sales,phrase,uk,oald_8,
car park,phrase,uk,oald_8,
car parks,phrase,uk,oald_8,
caramelise,root,uk,mwcd_11,
caravansary,root,us,oald_8,
caravanserai,root,uk,oald_8,
carburetor,root,name,oald_8,
carburetter,root,uk,mwcd_11,
carburettor,root,uk,oald_8,
carburise,root,uk,mwcd_11,
card catalog,phrase,name,oald_8,
card catalogs,phrase,name,oald_8,
card index,phrase,uk,oald_8,
card indexes,phrase,uk,oald_8,
cardphone,root,uk,oald_8,
care assistant,phrase,uk,oald_8,
care assistants,phrase,uk,oald_8,
care home,phrase,uk,oald_8,
care homes,phrase,uk,oald_8,
care worker,phrase,uk,oald_8,
care workers,phrase,uk,oald_8,
caregiver,root,name,oald_8,
carer,root,uk,oald_8,
caretaker,root,name,oald_8,"Acceptable in both British and North American English, but its meaning is different"
caretaker,root,uk,oald_8,"Acceptable in both British and North American English, but its meaning is different"
caroled,inflection,us,oald_8,
caroling,inflection,us,oald_8,
carpet slipper,phrase,uk,oald_8,
carpet slippers,phrase,uk,oald_8,
carriage house,phrase,us,oald_8,
carriage houses,phrase,us,oald_8,
carriageway,root,uk,oald_8,
carried about,phrase,uk,opvd_2,
carried round,phrase,uk,opvd_2,
carried through,phrase,us,opvd_2,
carrier bag,phrase,uk,oald_8,
carrier bags,phrase,uk,oald_8,
carry about,phrase,uk,opvd_2,
carry round,phrase,uk,opvd_2,
carry through,phrase,us,opvd_2,
carry-out,root,name,oald_8,
carry-out,root,scot,oald_8,
carrying about,phrase,uk,opvd_2,
carrying round,phrase,uk,opvd_2,
carrying through,phrase,us,opvd_2,
carrys about,phrase,uk,opvd_2,
carrys round,phrase,uk,opvd_2,
carrys through,phrase,us,opvd_2,
cart about,phrase,uk,opvd_2,
cart round,phrase,uk,opvd_2,
cart track,phrase,uk,oald_8,
cart tracks,phrase,uk,oald_8,
carted about,phrase,uk,opvd_2,
carted round,phrase,uk,opvd_2,
cartelise,root,uk,mwcd_11,
carting about,phrase,uk,opvd_2,
carting round,phrase,uk,opvd_2,
cartridge paper,phrase,uk,oald_8,
cartridge papers,phrase,uk,oald_8,
carts about,phrase,uk,opvd_2,
carts round,phrase,uk,opvd_2,
carve-up,root,uk,oald_8,
caseworker,root,uk,oald_8,
cash card,phrase,uk,oald_8,
cash cards,phrase,uk,oald_8,
cash desk,phrase,uk,oald_8,
cash desks,phrase,uk,oald_8,
cash dispenser,phrase,uk,oald_8,
cash dispensers,phrase,uk,oald_8,
cash out,phrase,us,opvd_2,
cash up,phrase,uk,opvd_2,
cash-back,root,us,oald_8,
cash-out,root,us,opvd_2,
cashback,root,uk,oald_8,
cashed out,phrase,us,opvd_2,
cashed up,phrase,austral,oald_8,
cashed up,phrase,uk,opvd_2,
cashes out,phrase,us,opvd_2,
cashes up,phrase,uk,opvd_2,
cashing out,phrase,us,opvd_2,
cashing up,phrase,uk,opvd_2,
cashpoint,root,uk,oald_8,
cast about,phrase,uk,opvd_2,
cast-off,root,uk,oald_8,
casted about,phrase,uk,opvd_2,
caster,root,name,oald_8,
caster sugar,phrase,uk,mwcd_11,
casting about,phrase,uk,opvd_2,
castor,root,uk,oald_8,
castor sugar,phrase,uk,mwcd_11,
casts about,phrase,uk,opvd_2,
casualty,root,uk,oald_8,
cat door,phrase,name,oald_8,
cat doors,phrase,name,oald_8,
cat flap,phrase,uk,oald_8,
cat flaps,phrase,uk,oald_8,
catalog,root,us,oald_8,
catalogue,root,uk,oald_8,
catalyse,root,uk,mw,
catalyser,root,uk,mw,
categorisation,root,uk,oald_8,
categorise,root,uk,mwcd_11,
caterpillar track,phrase,uk,oald_8,
caterpillar tracks,phrase,uk,oald_8,
catmint,root,uk,oald_8,
cattery,root,uk,oald_8,
cattle grid,phrase,uk,oald_8,
cattle guard,phrase,name,oald_8,
cattle plague,phrase,uk,oald_8,
caucus,root,name,oald_8,
cauliflower cheese,phrase,uk,oald_8,
cauliflower with cheese,phrase,name,oald_8,
cauterise,root,uk,oald_8,
caver,root,uk,oald_8,
caviled,inflection,us,oald_8,
caviling,inflection,us,oald_8,
caving,root,uk,oald_8,
cdi,root,us,oald_8,
cdr.,root,us,oald_8,
cecum,root,name,oald_8,
celiac,root,name,oald_8,
cell phone,phrase,name,oald_8,
cell phones,phrase,name,oald_8,
centenary,root,uk,oald_8,
centennial,root,name,oald_8,
center,root,us,oald_8,
center back,phrase,us,oald_8,
center backs,phrase,us,oald_8,
center forward,phrase,us,oald_8,
center forwards,phrase,us,oald_8,
center half,phrase,us,oald_8,
center halfs,phrase,us,oald_8,
center spread,phrase,us,oald_8,
center stage,phrase,us,oald_8,
center stages,phrase,us,oald_8,
center-left,root,us,oald_8,
center-right,root,us,oald_8,
centerboard,root,us,oald_8,
centered,root,us,oald_8,
centerfold,root,us,oald_8,
centerpiece,root,us,oald_8,
centiliter,root,us,oald_8,
centimeter,root,us,oald_8,
central reservation,phrase,uk,oald_8,
central reservations,phrase,uk,oald_8,
centralise,root,uk,mwcd_11,
centre round,phrase,uk,opvd_2,
centred round,phrase,uk,opvd_2,
centres round,phrase,uk,opvd_2,
centring round,phrase,uk,opvd_2,
cert,root,uk,oald_8,
certificated,root,uk,oald_8,
certified mail,phrase,name,oald_8,
certified mails,phrase,name,oald_8,
certified public account,phrase,name,oald_8,
certified public accounts,phrase,name,oald_8,
cervical smear,phrase,uk,oald_8,
cervical smears,phrase,uk,oald_8,
cesarean,root,us,oald_8,
cesarian,root,us,oald_8,
cesium,root,name,oald_8,
chacha,root,ind,oald_8,
chalk it up to experience,phrase,us,opvd_2,
chalkboard,root,name,oald_8,
