word,entry_type_code,region_code,source_code,note
does your nut,phrase,uk,oald_8,
dog down,phrase,us,opvd_2,
dog off,phrase,uk,opvd_2,
dog warden,phrase,uk,oald_8,
dog wardens,phrase,uk,oald_8,
dogcatcher,root,name,oald_8,
dogged down,phrase,name,opvd_2,
dogged off,phrase,name,opvd_2,
dogging down,phrase,name,opvd_2,
dogging off,phrase,name,opvd_2,
doghouse,root,name,oald_8,
dogs down,phrase,name,opvd_2,
dogs off,phrase,name,opvd_2,
doing your nut,phrase,uk,oald_8,
dolor,root,us,mwcd_11,
dolour,root,uk,mwcd_11,
done your nut,phrase,uk,oald_8,
donkey's years,phrase,uk,mwcd_11,
donut,root,us,ode_2,
dormitory town,phrase,uk,oald_8,
dormitory towns,phrase,uk,oald_8,
doss down,phrase,uk,opvd_2,
dossed down,phrase,uk,opvd_2,
dossing down,phrase,uk,opvd_2,
dosss down,phrase,uk,opvd_2,
dove,inflection,name,oald_8,
doweling,root,us,oald_8,
dowelling,root,uk,oald_8,
down's syndrome,phrase,name,oald_8,
downspout,root,name,oald_8,
draft,root,us,mwcd_11,
draftee,root,name,oald_8,
drafty,root,us,mwcd_11,
dramatisation,root,uk,mwcd_11,
dramatise,root,uk,mwcd_11,
draught,root,uk,mwcd_11,
draughtboard,root,uk,oald_8,
draughts,root,uk,oald_8,
draughty,root,uk,mwcd_11,
dressing gown,phrase,uk,oald_8,
dressing gowns,phrase,uk,oald_8,
drinking fountain,phrase,uk,oald_8,
drinking fountains,phrase,uk,oald_8,
driver's license,phrase,name,oald_8,
driver's licenses,phrase,name,oald_8,
driving licence,phrase,uk,oald_8,
driving licences,phrase,uk,oald_8,
druggist,root,name,oald_8,
dst,root,name,oald_8,
dual carriageway,phrase,uk,oald_8,
dual carriageways,phrase,uk,oald_8,
dude,root,us,oald_8,
dueled,inflection,us,oald_8,
dueling,inflection,us,oald_8,
duffer,root,uk,oald_8,
dui,root,name,oald_8,
dulce,root,us,oald_8,
dustbin,root,uk,oald_8,
dyke,root,uk,mwcd_11,
dysmenorrhoea,root,uk,mwcd_11,
dyspnoea,root,uk,mwcd_11,
economise,root,uk,mwcd_11,
edema,root,name,oald_8,
eggplant,root,name,oald_8,
electrodialyse,root,uk,mw,
electrodialyser,root,uk,mw,
electrolyse,root,uk,mw,
embolisation,root,uk,mwcd_11,
emergency room,phrase,name,oald_8,
emergency rooms,phrase,name,oald_8,
empathise,root,uk,mwcd_11,
emphasise,root,uk,mwcd_11,
enameled,root,us,oald_8,
enamor,root,us,mwcd_11,
enamored,root,us,oald_8,
enamour,root,uk,mwcd_11,
encyclopaedia,root,uk,oald_8,
endeavor,root,us,oald_8,
energise,root,uk,mwcd_11,
enquire,root,uk,mwcd_11,
enquiry,root,uk,mwcd_11,
enroll,root,us,oald_8,
enrollee,root,name,oald_8,
enrolment,root,us,oald_8,
enthral,root,uk,oald_8,
enthrall,root,name,oald_8,
eolian,root,us,oald_8,
epilog,root,us,oald_8,
epitomise,root,uk,mwcd_11,
equaled,inflection,us,oald_8,
equaling,inflection,us,oald_8,
equalise,root,uk,mwcd_11,
equaliser,root,uk,mwcd_11,
esophagus,root,name,oald_8,
estate car,phrase,uk,oald_8,
estate cars,phrase,uk,oald_8,
estate sale,phrase,name,oald_8,
estate sales,phrase,name,oald_8,
estate tax,phrase,name,oald_8,
estate taxes,phrase,name,oald_8,
esthete,root,name,oald_8,
esthetic,root,name,oald_8,
esthetically,root,name,oald_8,
estheticism,root,name,oald_8,
estrogen,root,name,oald_8,
estrus,root,name,oald_8,
etilogy,root,name,oald_8,
etymologise,root,uk,mwcd_11,
eulogise,root,uk,mwcd_11,
euphemise,root,uk,mwcd_11,
expressway,root,name,oald_8,
extemporise,root,uk,mwcd_11,
exteriorise,root,uk,mwcd_11,
externalise,root,uk,mwcd_11,
eyrie,root,uk,oald_8,
face card,phrase,name,oald_8,Acceptable in both British and North American English
face card,phrase,uk,oald_8,Acceptable in both British and North American English
face cards,phrase,name,oald_8,Acceptable in both British and North American English
face cards,phrase,uk,oald_8,Acceptable in both British and North American English
facecloth,root,uk,oald_8,
faecal,root,uk,oald_8,
faeces,root,uk,oald_8,
fall in with,phrase,uk,oald_8,
fallen in with,phrase,uk,oald_8,
falls in with,phrase,uk,oald_8,
familiarise,root,uk,mwcd_11,
fanny pack,phrase,name,oald_8,
fanny packs,phrase,name,oald_8,
fantasise,root,uk,mwcd_11,
fao,root,uk,oald_8,
fava bean,phrase,name,oald_8,
fava beans,phrase,name,oald_8,
favor,root,us,oald_8,
fecal,root,name,oald_8,
feces,root,name,oald_8,
fell in with,phrase,uk,oald_8,
feminise,root,uk,mwcd_11,
fender,root,name,oald_8,
fervor,root,us,oald_8,
fever blister,phrase,name,oald_8,
fever blisters,phrase,name,oald_8,
fibre,root,uk,mwcd_11,
fictionalise,root,uk,mwcd_11,
figure out,phrase,us,blog_cambridge,
figured out,phrase,us,blog_cambridge,
figures out,phrase,us,blog_cambridge,
figuring out,phrase,us,blog_cambridge,
filbert,root,name,oald_8,
file cabinet,phrase,name,oald_8,
file cabinets,phrase,name,oald_8,
file clerk,phrase,name,oald_8,
file clerks,phrase,name,oald_8,
filet,root,name,oald_8,
filing cabinet,phrase,uk,oald_8,
filing cabinets,phrase,uk,oald_8,
filing clerk,phrase,uk,oald_8,
filing clerks,phrase,uk,oald_8,
finalise,root,uk,mwcd_11,
fire truck,phrase,name,oald_8,
fire trucks,phrase,name,oald_8,
flat cap,phrase,uk,oald_8,
flat caps,phrase,uk,oald_8,
flavor,root,us,oald_8,
flavored,root,us,oald_8,
flavorful,root,us,oald_8,
flavoring,root,us,oald_8,
flavorless,root,us,oald_8,
fleet admiral,phrase,us,oald_8,
foetal,root,uk,oald_8,
fontanel,root,us,oald_8,
fontanelle,root,uk,oald_8,
footie,root,uk,oald_8,
footpath,root,uk,oald_8,
footy,root,uk,oald_8,
for ever,phrase,uk,oald_8,
for evermore,phrase,uk,ode_2,
forever more,phrase,uk,ode_2,
forevermore,root,name,ode_2,
formalise,root,uk,mwcd_11,
fossilise,root,uk,mwcd_11,
founder member,phrase,uk,oald_8,
founder members,phrase,uk,oald_8,
fraenulum,root,uk,oald_8,
fraternise,root,uk,oald_8,
freight car,phrase,name,oald_8,
freight cars,phrase,name,oald_8,
french braid,phrase,name,oald_8,
french door,phrase,name,oald_8,
french doors,phrase,name,oald_8,
french fries,phrase,name,oald_8,
french fry,phrase,name,oald_8,
french letter,phrase,uk,oald_8,
french letters,phrase,uk,oald_8,
french plait,phrase,uk,oald_8,
french pleat,phrase,uk,oald_8,
french polish,phrase,uk,oald_8,
french press,phrase,name,oald_8,
french presses,phrase,name,oald_8,
french twist,phrase,name,oald_8,
french window,phrase,uk,oald_8,
french windows,phrase,uk,oald_8,
freshen up,phrase,uk,blog_cambridge,
freshened up,phrase,uk,blog_cambridge,
freshening up,phrase,uk,blog_cambridge,
freshens up,phrase,uk,blog_cambridge,
fueled,inflection,us,oald_8,
fueling,inflection,us,oald_8,
fulfil,root,uk,oald_8,
fulfill,root,name,oald_8,
fulfilment,root,uk,oald_8,
full-color,root,us,oald_8,
fullfillment,root,name,oald_8,
funneled,inflection,us,oald_8,
funneling,inflection,us,oald_8,
furniture van,phrase,uk,oald_8,
furniture vans,phrase,uk,oald_8,
furor,root,name,oald_8,
furore,root,uk,oald_8,
galvanise,root,uk,mwcd_11,
gamboled,inflection,us,oald_8,
gamboling,inflection,us,oald_8,
gantlet,root,us,ode_2,
gaol,root,uk,mwcd_11,
gaoler,root,uk,mwcd_11,
garbanzo,root,name,oald_8,
gas pedal,phrase,name,oald_8,
gas pedals,phrase,name,oald_8,
gasoline,root,name,oald_8,
gear lever,phrase,uk,oald_8,
gear levers,phrase,uk,oald_8,
gear shift,phrase,name,oald_8,
gear shifts,phrase,name,oald_8,
gearstick,root,uk,oald_8,
generalisation,root,uk,mwcd_11,
generalise,root,uk,mwcd_11,
geometrise,root,uk,mwcd_11,
get along,phrase,name,oald_8,Acceptable in both British and North American English
get along,phrase,uk,oald_8,Acceptable in both British and North American English
get buddied up,phrase,us,opvd_2,
get on together,phrase,uk,oald_8,
gets along,phrase,name,oald_8,Acceptable in both British and North American English
gets along,phrase,uk,oald_8,Acceptable in both British and North American English
gets buddied up,phrase,us,opvd_2,
getting along,phrase,name,oald_8,Acceptable in both British and North American English
getting along,phrase,uk,oald_8,Acceptable in both British and North American English
getting buddied up,phrase,us,opvd_2,
getting on together,phrase,uk,oald_8,
glamorise,root,uk,mwcd_11,
globalisation,root,uk,mwcd_11,
globalise,root,uk,mwcd_11,
glycerin,root,us,ode_2,
go on at,phrase,uk,opvd_2,
go round the bend,phrase,uk,oald_8,
go round the twist,phrase,uk,oald_8,
goes on at,phrase,uk,opvd_2,
goes round the bend,phrase,uk,oald_8,
goes round the twist,phrase,uk,oald_8,
going on at,phrase,uk,opvd_2,
goiter,root,us,oald_8,
goitre,root,uk,oald_8,
gone on at,phrase,uk,opvd_2,
gone round the bend,phrase,uk,oald_8,
gone round the twist,phrase,uk,oald_8,
goods train,phrase,uk,oald_8,
goods trains,phrase,uk,oald_8,
goof around,phrase,us,blog_cambridge,
goof off,phrase,us,blog_cambridge,
goofed around,phrase,us,blog_cambridge,
goofed off,phrase,us,blog_cambridge,
goofing around,phrase,us,blog_cambridge,
goofing off,phrase,us,blog_cambridge,
goofs around,phrase,us,blog_cambridge,
goofs off,phrase,us,blog_cambridge,
gormandise,root,uk,mwcd_11,
got along,phrase,name,oald_8,Acceptable in both British and North American English
got along,phrase,uk,oald_8,Acceptable in both British and North American English
got buddied up,phrase,us,opvd_2,
got on together,phrase,uk,oald_8,
gotten,inflection,name,ode_2,
gotten buddied up,phrase,us,opvd_2,
gramme,root,uk,mwcd_11,
graveled,root,us,oald_8,
gray,root,us,oald_8,
gray-haired,root,name,oald_8,
graybeard,root,name,oald_8,
gray,root,name,oald_8,
gray-haired,root,name,oald_8,
graybeard,root,name,oald_8,
grey,root,uk,oald_8,
grey-haired,root,uk,oald_8,
greybeard,root,uk,oald_8,
greyish,root,uk,oald_8,
greyness,root,uk,oald_8,
greyscale,root,uk,oald_8,
ground floor,phrase,uk,oald_8,
ground floors,phrase,uk,oald_8,
groveled,inflection,us,oald_8,
groveling,inflection,us,oald_8,
guard rail,phrase,name,oald_8,
guard rails,phrase,name,oald_8,
gulch,root,name,oald_8,
gumshield,root,uk,oald_8,
gumshoe,root,name,oald_8,
gunge,root,uk,oald_8,
gurney,root,name,oald_8,
guster,root,austral,oald_8,
guster,root,nz,oald_8,
gynaecological,root,uk,oald_8,
gynaecologist,root,uk,oald_8,
gynaecology,root,uk,oald_8,
gynecological,root,name,oald_8,
gynecologist,root,name,oald_8,
gynecology,root,name,oald_8,
had got to,phrase,uk,cambridge,
hae,root,scot,mwcd_11,
haem,root,uk,mwcd_11,
haematite,root,uk,oald_8,
haematological,root,uk,oald_8,
haematologist,root,uk,oald_8,
haematology,root,uk,oald_8,
haematoma,root,uk,oald_8,
haemodialyser,root,uk,mw,
haemoglobin,root,uk,oald_8,
haemolyse,root,uk,mw,
haemoorrhage,root,uk,oald_8,
haemoorrhagic,root,uk,oald_8,
haemoorrhoids,root,uk,oald_8,
haemophilia,root,uk,oald_8,
haemophiliac,root,uk,oald_8,
hair grip,phrase,uk,oald_8,
hair grips,phrase,uk,oald_8,
hairslide,root,uk,oald_8,
hand-me-down,root,name,oald_8,
hang a left,phrase,name,oald_8,
hang a right,phrase,name,oald_8,
hang about,phrase,uk,oald_8,
hang with,phrase,name,oald_8,
hanging a left,phrase,name,oald_8,
hanging a right,phrase,name,oald_8,
hanging about,phrase,uk,oald_8,
hanging with,phrase,name,oald_8,
hangs a left,phrase,name,oald_8,
hangs a right,phrase,name,oald_8,
hangs about,phrase,uk,oald_8,
hangs with,phrase,name,oald_8,
harbor,root,us,oald_8,
hard candies,phrase,name,oald_8,
hard candy,phrase,name,oald_8,
hard cash,phrase,uk,oald_8,
hard cider,phrase,name,oald_8,
hard ciders,phrase,name,oald_8,
hard shoulder,phrase,uk,oald_8,
hard shoulders,phrase,uk,oald_8,
hardcider,root,name,oald_8,
harmonise,root,uk,mwcd_11,
has got to,phrase,uk,cambridge,
hauler,root,name,oald_8,
haulier,root,uk,oald_8,
have a been,phrase,uk,oald_8,
have got to,phrase,uk,cambridge,
having got to,phrase,uk,cambridge,
hazard pay,phrase,us,oald_8,
headcheese,root,name,oald_8,
heavy goods vehicle,phrase,uk,oald_8,
heavy goods vehicles,phrase,uk,oald_8,
hematite,root,name,oald_8,
hematological,root,name,oald_8,
hematologist,root,name,oald_8,
hematology,root,name,oald_8,
hematoma,root,name,oald_8,
hemoglobin,root,name,oald_8,
hemoorrhage,root,name,oald_8,
hemoorrhagic,root,name,oald_8,
hemoorrhoids,root,name,oald_8,
hemophilia,root,name,oald_8,
hemophiliac,root,name,oald_8,
hgv,root,uk,oald_8,
hickey,root,name,oald_8,
high street,phrase,uk,oald_8,
high streets,phrase,uk,oald_8,
high table,phrase,uk,oald_8,
high tables,phrase,uk,oald_8,
high-up,root,uk,oald_8,
hight tea,phrase,uk,oald_8,
hit the books,phrase,name,oidl_2,
hit the skids,phrase,name,oidl_2,
hits the books,phrase,name,oidl_2,
hits the skids,phrase,name,oidl_2,
hitting the books,phrase,name,oidl_2,
hitting the skids,phrase,name,oidl_2,
holidaymaker,root,uk,oald_8,
homogenisation,root,uk,mwcd_11,
homogenise,root,uk,mwcd_11,
homolog,root,us,oald_8,
honor,root,us,oald_8,
honorable,root,us,oald_8,
honorably,root,us,oald_8,
honorary,root,us,mwcd_11,
honoree,root,us,oald_8,
honourary,root,uk,mwcd_11,
hons,root,uk,oald_8,
hooch,root,name,oald_8,
hoodoo,root,us,oald_8,
hooey,root,name,oald_8,
horse trailer,phrase,name,oald_8,
horse trailers,phrase,name,oald_8,
hospitalise,root,uk,mwcd_11,
humor,root,us,oald_8,
humorless,root,us,oald_8,
humorlessly,root,us,oald_8,
hung a left,phrase,name,oald_8,
hung a right,phrase,name,oald_8,
hung about,phrase,uk,oald_8,
hung with,phrase,name,oald_8,
hydrolysable,root,uk,mw,
hydrolyse,root,uk,mw,
hydroplanning,root,name,oald_8,
hypercythaemia,root,uk,mw,
hypercythaemic,root,uk,mw,
hypocythaemia,root,uk,mw,
i shall,phrase,uk,cambridge,
icing sugar,phrase,uk,oald_8,
idealise,root,uk,mwcd_11,
immortalise,root,uk,mwcd_11,
imperiled,inflection,us,oald_8,
imperiling,inflection,us,oald_8,
in all weathers,phrase,uk,oald_8,
in box,phrase,name,oald_8,
in boxes,phrase,name,oald_8,
in future,phrase,uk,oald_8,
in light of,phrase,name,oald_8,
in the future,phrase,name,oald_8,
in the light of,phrase,uk,oald_8,
incomer,root,uk,oald_8,
indaba,root,safr,oald_8,
individualise,root,uk,mwcd_11,
industrialise,root,uk,mwcd_11,
inflatable bouncer,phrase,name,oald_8,
inflatable bouncers,phrase,name,oald_8,
inflexion,root,uk,oald_8,
initialed,inflection,us,oald_8,
initialing,inflection,us,oald_8,
installment,root,name,oald_8,
instalment,root,uk,oald_8,
instant replay,phrase,name,oald_8,
instant replays,phrase,name,oald_8,
instil,root,uk,oald_8,
instill,root,name,oald_8,
institutionise,root,uk,mwcd_11,
interiorise,root,uk,mwcd_11,
internalise,root,uk,mwcd_11,
internationalise,root,uk,mwcd_11,
iodise,root,uk,mwcd_11,
ionise,root,uk,mwcd_11,
is buddied up,phrase,us,opvd_2,
is light on,phrase,uk,oald_8,
is on about,phrase,uk,opvd_2,
is on at,phrase,uk,opvd_2,
is through with,phrase,us,opvd_2,
is wee,phrase,scot,ode_2,
ischaemia,root,uk,mwcd_11,
it never rains but it pours,phrase,uk,oald_8,
italianise,root,uk,mwcd_11,
italicise,root,uk,mwcd_11,
itemise,root,uk,mwcd_11,
jack in,phrase,uk,opvd_2,
jacked in,phrase,uk,opvd_2,
jacking in,phrase,uk,opvd_2,
jacks in,phrase,uk,opvd_2,
jailbreak,root,name,oald_8,
jailhouse,root,name,oald_8,
jam jar,phrase,uk,oald_8,
jam jars,phrase,uk,oald_8,
janitor,root,name,oald_8,
janitor,root,scot,oald_8,
jemmy,root,uk,oald_8,
jeopardise,root,uk,mwcd_11,
jerkin,root,uk,oald_8,
jetway,root,name,oald_8,
jeweled,inflection,us,oald_8,
jeweler,root,us,oald_8,
jewelery,root,us,oald_8,
jihadist,root,uk,mwcd_11,
jimmy,root,name,oald_8,
jnr,root,uk,mwcd_11,
jobbing,root,uk,mwcd_11,
joey,root,austral,mwcd_11,
jollied,inflection,uk,oald_8,
jollies,inflection,uk,oald_8,
jollity,root,uk,oald_8,
jollying,inflection,uk,oald_8,
jow,root,scot,mwcd_11,
jumble sale,phrase,uk,mwcd_11,
jumble sales,phrase,uk,mwcd_11,
jump lead,phrase,uk,oald_8,
jump leads,phrase,uk,oald_8,
jump the queue,phrase,uk,mwcd_11,
jumped the queue,phrase,uk,mwcd_11,
jumper cable,phrase,name,oald_8,
jumper cables,phrase,name,oald_8,
jumping the queue,phrase,uk,mwcd_11,
jumps the queue,phrase,uk,mwcd_11,
jungle gym,phrase,name,oald_8,
jungle gyms,phrase,name,oald_8,
kagoul,root,uk,oald_8,
karat,root,name,oald_8,
kebbock,root,uk,mwcd_11,
kebbuck,root,uk,mwcd_11,
keek,root,scot,mwcd_11,
keep on at,phrase,uk,opvd_2,
keeping on at,phrase,uk,opvd_2,
kenned,inflection,neng,oald_8,
kenning,inflection,neng,oald_8,
kenning,inflection,scot,oald_8,
kens,inflection,neng,oald_8,
kens,inflection,scot,oald_8,
kenspeckle,root,scot,mwcd_11,
kent,inflection,scot,oald_8,
kept on at,phrase,uk,opvd_2,
kerb,root,uk,mwcd_11,
kerbside,root,uk,oald_8,
kerbstone,root,uk,oald_8,
kerfuffle,root,uk,mwcd_11,
kilogramme,root,uk,oald_8,
kinema,root,uk,mwcd_11,
kink,root,name,oald_8,
kip,root,uk,oald_8,
kirby grip,phrase,uk,oald_8,
kirby grips,phrase,uk,oald_8,
kirk,root,scot,oald_8,
kist,root,safr,mwcd_11,
kist,root,scot,mwcd_11,
kitted,inflection,uk,mwcd_11,
kitting,inflection,uk,mwcd_11,
klick,root,name,oald_8,
kloof,root,safr,mwcd_11,
kludge,root,uk,mwcd_11,Acceptable in both British and North American English
kludge,root,us,mwcd_11,Acceptable in both British and North American English
knacker,root,uk,mwcd_11,
knackered,root,uk,mwcd_11,
knapsack,root,name,oald_8,
kneeled,inflection,name,ode_2,
knock about,phrase,uk,oald_8,
knock-up,root,uk,oald_8,
knocked about,phrase,uk,oald_8,
knocking about,phrase,uk,oald_8,
knocks about,phrase,uk,oald_8,
know-all,root,uk,oald_8,
kybosh,root,uk,mwcd_11,
kyte,root,scot,mwcd_11,
la-la land,phrase,name,oald_8,
la-la lands,phrase,name,oald_8,
labeled,inflection,name,oald_8,
labeling,inflection,us,oald_8,
labor,root,us,oald_8,
lacklustre,root,uk,mwcd_11,
lamp post,phrase,uk,oald_8,
lamp posts,phrase,uk,oald_8,
learnt,inflection,uk,oald_8,
left-of-center,root,us,oald_8,
left-of-centre,root,uk,oald_8,
legalise,root,uk,mwcd_11,
legitimise,root,uk,mwcd_11,
letter box,phrase,uk,oald_8,
letter boxes,phrase,uk,oald_8,
leukaemia,root,uk,mwcd_11,
leukaemogenesis,root,uk,mwcd_11,
level crossing,phrase,uk,oald_8,
level crossings,phrase,uk,oald_8,
leveled,inflection,us,oald_8,
leveling,inflection,us,oald_8,
libeled,inflection,us,oald_8,
libeling,inflection,us,oald_8,
libelous,root,us,oald_8,
liberalise,root,uk,mwcd_11,
licenced,inflection,us,oald_8,
licencing,inflection,us,oald_8,
license plate,phrase,name,oald_8,
license plates,phrase,name,oald_8,
licorice,root,us,mwcd_11,
light into,phrase,name,ode_2,
light out,phrase,name,ode_2,
lighting into,phrase,name,ode_2,
lighting out,phrase,name,ode_2,
lights into,phrase,name,ode_2,
lights out,phrase,name,ode_2,
limba,root,wafr,oald_8,
linearise,root,uk,mwcd_11,
lionise,root,uk,mwcd_11,
liquidzer,root,uk,oald_8,
liquorice,root,uk,mwcd_11,
lit into,phrase,name,ode_2,
lit out,phrase,name,ode_2,
liter,root,name,oald_8,
lithaemia,root,uk,mw,
lithaemic,root,uk,mw,
litre,root,uk,oald_8,
litter bin,phrase,uk,oald_8,
litter bins,phrase,uk,oald_8,
litterbug,root,name,oald_8,Acceptable in both British and North American English
litterbug,root,uk,oald_8,Acceptable in both British and North American English
lobotomise,root,uk,mwcd_11,
localise,root,uk,mwcd_11,
loo,root,uk,mwcd_11,
lorry,root,uk,oald_8,
loudhailer,root,uk,oald_8,
lounger,root,uk,oald_8,
loury,root,uk,mwcd_11,
lout,root,uk,oald_8,
louver,root,name,oald_8,
louvered,root,name,oald_8,
love bite,phrase,uk,oald_8,
love bites,phrase,uk,oald_8,
lowery,root,us,mwcd_11,
luggage van,phrase,uk,oald_8,
luggage vans,phrase,uk,oald_8,
lumme,root,uk,oald_8,
lunch ladies,phrase,us,oald_8,
lunch lady,phrase,us,oald_8,
luster,root,us,oald_8,
lustre,root,uk,oald_8,
lyophilise,root,uk,mwcd_11,
maas,root,safr,oald_8,
magnetise,root,uk,mwcd_11,
mail slot,phrase,name,oald_8,
mail slots,phrase,name,oald_8,
main street,phrase,name,oald_8,
main streets,phrase,name,oald_8,
maneuver,root,us,oald_8,
maneuvrable,root,us,oald_8,
maneuvring,root,us,oald_8,
manoeuvrable,root,uk,oald_8,
manoeuvre,root,uk,oald_8,
manoeuvring,root,uk,oald_8,
marbleise,root,uk,mwcd_11,
market garden,phrase,uk,oald_8,
market gardens,phrase,uk,oald_8,
marshalling yard,phrase,uk,oald_8,
marshalling yards,phrase,uk,oald_8,
marveled,inflection,us,oald_8,
marveling,inflection,us,oald_8,
marvelous,root,us,oald_8,
marvelously,root,us,oald_8,
masculinise,root,uk,mwcd_11,
materialise,root,uk,mwcd_11,
maths,inflection,uk,oald_8,
maximise,root,uk,mwcd_11,
me,root,uk,oald_8,
meager,root,us,oald_8,
meagre,root,uk,oald_8,
medaled,inflection,us,oald_8,
medaling,inflection,us,oald_8,
medalist,root,us,oald_8,
median,root,name,oald_8,
median strip,phrase,name,oald_8,
median strips,phrase,name,oald_8,
melodramatise,root,uk,mwcd_11,
memorialise,root,uk,mwcd_11,
memorise,root,uk,mwcd_11,
mercerise,root,uk,mwcd_11,
mesmerise,root,uk,mwcd_11,
mess about,phrase,uk,blog_cambridge,
mess around,phrase,uk,blog_cambridge,
messed about,phrase,uk,blog_cambridge,
messed around,phrase,uk,blog_cambridge,
messes about,phrase,uk,blog_cambridge,
messes around,phrase,uk,blog_cambridge,
messing about,phrase,uk,blog_cambridge,
messing around,phrase,uk,blog_cambridge,
methodise,root,uk,mwcd_11,
metre,root,uk,mwcd_11,
mews house,phrase,uk,oald_8,
mews houses,phrase,uk,oald_8,
mexican wave,phrase,uk,oald_8,
microanalyser,root,uk,mw,
microcythaemia,root,uk,mw,
microcythaemic,root,uk,mw,
milk teeth,phrase,uk,oald_8,
milk tooth,phrase,uk,oald_8,
milligramme,root,uk,oald_8,
mineralise,root,uk,mwcd_11,
minicab,root,uk,oald_8,
minimise,root,uk,mwcd_11,
minivan,root,name,oald_8,
misdemeanor,root,us,oald_8,
miter,root,us,oald_8,
mitre,root,uk,oald_8,
mixed race,phrase,uk,oald_8,
mobile libraries,phrase,uk,oald_8,
mobile library,phrase,uk,oald_8,
mobile phone,phrase,uk,oald_8,
mobile phones,phrase,uk,oald_8,
mobilise,root,uk,mwcd_11,
modeled,inflection,us,oald_8,
modeling,inflection,us,oald_8,
modernisation,root,uk,mwcd_11,
moisturise,root,uk,mwcd_11,
mold,root,us,oald_8,
molder,root,us,oald_8,
molding,root,us,mwcd_11,
moldy,root,us,oald_8,
mollusk,root,us,ode_2,
molt,root,us,mwcd_11,
mom,root,name,oald_8,
money order,phrase,name,oald_8,Acceptable in both British and North American English
money order,phrase,uk,oald_8,Acceptable in both British and North American English
money orders,phrase,name,oald_8,Acceptable in both British and North American English
money orders,phrase,uk,oald_8,Acceptable in both British and North American English
mongoloid,root,name,oald_8,
mongrel,root,uk,oald_8,
monkey nut,phrase,uk,oald_8,
monkey nuts,phrase,uk,oald_8,
monkey wrench,phrase,name,oald_8,
monkey wrenches,phrase,name,oald_8,
monolog,root,us,oald_8,
monopolise,root,uk,mwcd_11,
moralise,root,uk,mwcd_11,
mortician,root,name,oald_8,
moses basket,phrase,uk,oald_8,
moses baskets,phrase,uk,oald_8,
motion picture,phrase,name,oald_8,
motion pictures,phrase,name,oald_8,
motion-sickness,root,name,oald_8,
motion-sickness,root,uk,oald_8,
motorise,root,uk,mwcd_11,
motorway,root,uk,oald_8,
moulding,root,uk,mwcd_11,
moult,root,uk,mwcd_11,
mouse mat,phrase,uk,oald_8,
mouse mats,phrase,uk,oald_8,
mouse pad,phrase,name,oald_8,
mouse pads,phrase,name,oald_8,
mouth organ,phrase,uk,oald_8,
mouth organs,phrase,uk,oald_8,
mouth ulcer,phrase,name,oald_8,
mouth ulcers,phrase,name,oald_8,
mouthguard,root,name,oald_8,
move the clocks ahead,phrase,name,oald_8,
moved the clocks ahead,phrase,name,oald_8,
moved the clocks back,phrase,name,oald_8,
moves the clocks ahead,phrase,name,oald_8,
moves the clocks back,phrase,name,oald_8,
movie,root,name,oald_8,
movie theater,phrase,name,oald_8,
movie theaters,phrase,name,oald_8,
moving the clocks ahead,phrase,name,oald_8,
moving the clocks back,phrase,name,oald_8,
moving van,phrase,name,oald_8,
moving vans,phrase,name,oald_8,
moxie,root,name,oald_8,
mucker,root,name,oald_8,"Acceptable in both British and North American English, but its meaning is different"
mucker,root,uk,oald_8,"Acceptable in both British and North American English, but its meaning is different"
mucky,root,uk,oald_8,
mudguard,root,uk,oald_8,
multiple store,phrase,uk,oald_8,
multiple stores,phrase,uk,oald_8,
mum,root,uk,oald_8,
musicalise,root,uk,mwcd_11,
mustache,root,us,oald_8,
mustached,root,us,oald_8,
mutt,root,name,oald_8,
mutual fund,phrase,uk,oald_8,
mutual funds,phrase,uk,oald_8,
muzzy,root,uk,oald_8,
mv,root,uk,oald_8,
myalgic encephalomyelitics,phrase,uk,oald_8,
naïveté,root,us,mwcd_11,
naivety,root,uk,mwcd_11,
nappy,root,uk,oald_8,
nationalise,root,uk,mwcd_11,
naturalise,root,uk,mwcd_11,
neighbor,root,us,oald_8,
neighborhood,root,us,oald_8,
neighborhood watch,phrase,us,oald_8,
neighboring,root,us,oald_8,
neighborliness,root,us,oald_8,
neighborly,root,us,oald_8,
neurone,root,uk,oald_8,
new-stand,root,name,oald_8,
night depositories,phrase,name,oald_8,
night depository,phrase,name,oald_8,
night safe,phrase,uk,oald_8,
night safes,phrase,uk,oald_8,
night table,phrase,name,oald_8,
night tables,phrase,name,oald_8,
nightdress,root,uk,oald_8,Acceptable in both British and North American English
nightgown,root,name,oald_8,Acceptable in both British and North American English
nightie,root,name,oald_8,
nightie,root,uk,oald_8,
nightstand,root,name,oald_8,
nightstick,root,name,oald_8,
nitre,root,uk,mwcd_11,
nondialysable,root,uk,mw,
normanise,root,uk,mwcd_11,
noticeboard,root,uk,oald_8,
number plate,phrase,uk,oald_8,
number plates,phrase,uk,oald_8,
numpty,root,scot,oald_8,
nursery slope,phrase,uk,oald_8,
nursery slopes,phrase,uk,oald_8,
nut out,phrase,austral,oald_8,
nut out,phrase,nz,oald_8,
nuts out,phrase,austral,oald_8,
nuts out,phrase,nz,oald_8,
nutted out,phrase,austral,oald_8,
nutted out,phrase,nz,oald_8,
nutting out,phrase,austral,oald_8,
nutting out,phrase,nz,oald_8,
oarlock,root,name,oald_8,
